facility_id,common_name,address,city,zip_code,block_lot,owned_leased,dept_id,department_name,gross_sq_ft,longitude,latitude,geom,supervisor_district,city_tenants
,,,,,,,,,,,,,,
1247,Parkside Square Bathrooms,2680 28th Ave,San Francisco,94116,2469001,Own,49,Recreation And Parks,312,-122.4837578,37.73834486,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73834486499999', 'longitude': '-122.48375776400002'}",4,
,,,,,,,,,,,,,,
2008,Pier 70 - SWL 349 Traffic Department Bldg. #12 & #15,420 22nd St,San Francisco,94107,4052001,Own,46,Port,78116,-122.3829394,37.75946592,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75946592399998', 'longitude': '-122.382939438'}",10,Municipal Transportation Agency
,,,,,,,,,,,,,,
3035,SWL 302 Costal Marine Retail Space,398 Jefferson St,San Francisco,94133,9900501,Own,46,Port,3640,-122.4189541,37.8079812,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80798119899998', 'longitude': '-122.41895411399997'}",3,
,,,,,,,,,,,,,,
3186,SE DIGEST GROUP #2 CTRL- 680,1700 Jerrold Ave,San Francisco,94124,5304005,Own,47,Public Utilities Commission,,-122.3905971,37.74214509,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.742145092999976', 'longitude': '-122.39059707500002'}",10,
,,,,,,,,,,,,,,
200,Flynn Pumping Station,1595 Davidson Ave,San Francisco,94124,5304005,Own,47,Public Utilities Commission,,-122.3915326,37.74533258,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.745332582', 'longitude': '-122.39153257999999'}",10,
,,,,,,,,,,,,,,
1765,Navigation Center,1950 Mission St,San Francisco,94103,3554005,Own,103,Mayor,,-122.4200196,37.76586804,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76586803999999', 'longitude': '-122.420019593'}",9,
,,,,,,,,,,,,,,
1818,Vicente Maintenance Facility,Great Hwy & Vicente St,San Francisco,94122,GRT  HWY,Own,49,Recreation And Parks,122,-122.5066448,37.73822732,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73822732000002', 'longitude': '-122.50664481400003'}",4,
,,,,,,,,,,,,,,
1652,Stern maintenance facility,2899 19th Ave,San Francisco,94116,2488001,Own,49,Recreation And Parks,,-122.4782979,37.73608225,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.736082246000024', 'longitude': '-122.47829785599998'}",4,
,,,,,,,,,,,,,,
1980,"Pier 70 - Pier 68 - Pipe Rack, Bldg. #120",590 20TH ST,San Francisco,94107,9900501,Own,46,Port,1,-122.3859523,37.7620301,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.762030099000015', 'longitude': '-122.38595231199997'}",10,
,,,,,,,,,,,,,,
3334,Lick-Wilmerding HS Improvements,755 Ocean Ave,San Francisco,94112,6947008,Own,77,Public Works,,-122.4483719,37.72257763,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.722577633000014', 'longitude': '-122.44837188399998'}",7,
,,,,,,,,,,,,,,
1317,Polo Field South Training Qtrs,1451 John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,1200,-122.4924077,37.7670536,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76705359699997', 'longitude': '-122.492407657'}",1,
,,,,,,,,,,,,,,
290,Cabin #17,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
1100,Michelangelo Gardeners Shed,1055 Greenwich St,San Francisco,94133,93024,Own,49,Recreation And Parks,,-122.4168992,37.80109572,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.801095721000024', 'longitude': '-122.41689916199999'}",2,
,,,,,,,,,,,,,,
1814,Vehicle & Materials Storage,100 Martin Luther King Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,1200,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1693,Sustainable Streets Paint Shop/Truck Parking,1528-1538 Yosemite Ave,San Francisco,94124,4830016,Lease,9,Non-City,,-122.3902545,37.72633949,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.726339489', 'longitude': '-122.39025449299999'}",10,Municipal Transportation Agency
,,,,,,,,,,,,,,
780,Geneva Carbarn,2301 San Jose Ave,San Francisco,94112,6972036,Own,49,Recreation And Parks,,-122.4459485,37.71977095,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71977094599998', 'longitude': '-122.445948455'}",11,
,,,,,,,,,,,,,,
1650,Trocadero Clubhouse,2899 19th Ave,San Francisco,94116,2488001,Own,49,Recreation And Parks,4226,-122.4779815,37.73618434,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73618433600001', 'longitude': '-122.47798148300001'}",4,
,,,,,,,,,,,,,,
754,Francis Scott Key Elementary,1530 43rd Ave,San Francisco,94122,1888001,Own,16,School District (Sfusd),52000,-122.5019995,37.75809771,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.758097706', 'longitude': '-122.50199953100002'}",4,
,,,,,,,,,,,,,,
1325,Portsmouth Square Parking Garage,733 Kearny St,San Francisco,94111,209017,Own,49,Recreation And Parks,222984,-122.4050344,37.79465525,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.794655248000026', 'longitude': '-122.40503437900003'}",3,
,,,,,,,,,,,,,,
3158,MIDTOWN PARK APARTMENTS,1415 Scott St,San Francisco,94115,1099031,Own,103,Mayor,,-122.4384814,37.78316811,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78316811299999', 'longitude': '-122.43848143500003'}",5,
,,,,,,,,,,,,,,
1636,ST. MARY'S SQUARE Parking Garage,433 Kearny St,San Francisco,94108,258003,Own,49,Recreation And Parks,61552,-122.4049868,37.79225863,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79225863099998', 'longitude': '-122.40498678'}",3,
,,,,,,,,,,,,,,
282,Cabin #10,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
852,Harvey Milk Civil Rights Academy,4235 19th St,San Francisco,94114,2697001,Own,16,School District (Sfusd),30560,-122.4364551,37.75897968,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75897967700001', 'longitude': '-122.436455121'}",8,
,,,,,,,,,,,,,,
1969,"Pier 70 - Pier 68 - Checkhouse #1, Bldg. #122",590 20TH ST,San Francisco,94107,9900501,Own,46,Port,1,-122.3859523,37.7620301,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.762030099000015', 'longitude': '-122.38595231199997'}",10,
,,,,,,,,,,,,,,
3241,Boomerang Housing,211 Putnam St,San Francisco,94110,5731002,Own,103,Mayor,,-122.4109004,37.73618865,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.736188648999985', 'longitude': '-122.41090044999999'}",9,
,,,,,,,,,,,,,,
317,Cabin #43,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
3192,SE MAINTENANCE SOUTH -900,1700 Jerrold Ave,San Francisco,94124,5304005,Own,47,Public Utilities Commission,,-122.3926541,37.73929345,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73929345200003', 'longitude': '-122.39265409299998'}",10,
,,,,,,,,,,,,,,
1407,Richmond Station,461 06th Ave,San Francisco,94118,1538007,Own,45,Police Department,13000,-122.4644607,37.78000129,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78000129200001', 'longitude': '-122.464460729'}",1,
,,,,,,,,,,,,,,
1954,Pier 54 - Shed Building,569 Terry A Francois Blvd,San Francisco,94158,9900501,Own,46,Port,24636,-122.3844746,37.76999224,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76999224399998', 'longitude': '-122.384474581'}",6,
,,,,,,,,,,,,,,
744,Forest Hill SF Water Dept. Tank Site,150 Mendosa Ave,San Francisco,94116,2207040,Own,47,Public Utilities Commission,,-122.4673138,37.74850493,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74850492600001', 'longitude': '-122.46731375399997'}",7,
,,,,,,,,,,,,,,
1584,Sheridan Elementary,431 Capitol Ave,San Francisco,94112,7105001,Own,16,School District (Sfusd),46335,-122.4596294,37.71447599,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.714475987000014', 'longitude': '-122.459629415'}",11,
,,,,,,,,,,,,,,
459,Channel Pump Station,455 Berry St,San Francisco,94158,3809006,Own,47,Public Utilities Commission,,-122.3987737,37.77064761,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.770647612999994', 'longitude': '-122.39877367600002'}",6,
,,,,,,,,,,,,,,
283,Cabin #100,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
596,650 5th St,650 5th St,San Francisco,94107,3785002,Lease,9,Non-City,,-122.3979768,37.77558901,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77558901499998', 'longitude': '-122.39797678999997'}",6,Public Health
,,,,,,,,,,,,,,
3162,SHARP PARK CLUBHOUSE & REST.,2600 Francisco Blvd,Pacifica,94044,,Own,49,Recreation And Parks,,-122.488816,37.62493477,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.62493476899999', 'longitude': '-122.488816041'}",,
,,,,,,,,,,,,,,
518,Conservatory Greenhouse 6,100 John F Kennedy Dr,San Francisco,94118,1263011,Own,49,Recreation And Parks,2708,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1228,Park Branch Library,1833 Page St,San Francisco,94117,1229031,Own,48,Public Library,8825,-122.4510012,37.77013552,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77013551800002', 'longitude': '-122.45100115999998'}",5,
,,,,,,,,,,,,,,
90,Abraham Lincoln High,2162 24th Ave,San Francisco,94116,2193025,Own,16,School District (Sfusd),330200,-122.481094,37.74728585,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74728585499997', 'longitude': '-122.481094009'}",4,
,,,,,,,,,,,,,,
641,Epic Roasthouse,369 The Embarcadero,San Francisco,94105,3743002,Own,46,Port,9000,-122.3893705,37.79082895,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.790828945999976', 'longitude': '-122.38937045099999'}",6,
,,,,,,,,,,,,,,
3000,Claire Lilienthal (K-2 Madison Campus),3950 Sacramento St,San Francisco,94118,1014011,Own,16,School District (Sfusd),20855,-122.4580674,37.78722555,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.787225551999995', 'longitude': '-122.45806740400002'}",2,
,,,,,,,,,,,,,,
3194,SE MAINTENANCE TRAILERS -941,1700 Jerrold Ave,San Francisco,94124,5304005,Own,47,Public Utilities Commission,,-122.3937033,37.74104971,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74104971100002', 'longitude': '-122.39370330999998'}",10,
,,,,,,,,,,,,,,
356,Cabins #106 & #107,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
675,Fay House,2366 Leavenworth St,San Francisco,94133,67014,Own,49,Recreation And Parks,4536,-122.4178734,37.80303625,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.803036254000006', 'longitude': '-122.41787340899998'}",2,
,,,,,,,,,,,,,,
3232,PIER 54 BLDG 3,PIER 54,San Francisco,94107,9900501,Own,46,Port,,-122.3844988,37.76998445,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.769984448', 'longitude': '-122.38449880600001'}",6,
,,,,,,,,,,,,,,
2045,Lake Merced maintenance facility 1,991 Lake Merced Blvd,San Francisco,94132,7283004,Own,49,Recreation And Parks,,-122.493607,37.72378591,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.723785905', 'longitude': '-122.49360696500003'}",7,
,,,,,,,,,,,,,,
1654,Storm Water Pump station,490 Terry A Francois Blvd,San Francisco,94158,8722005,Own,47,Public Utilities Commission,,-122.3868971,37.77146553,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77146552900001', 'longitude': '-122.38689712299998'}",6,
,,,,,,,,,,,,,,
1942,Pier 49 - Sabella & Latorre (Wharf J-1),2809 Taylor St,San Francisco,94133,9900501,Own,46,Port,2840,-122.4165647,37.80889917,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80889916799998', 'longitude': '-122.41656471499999'}",3,
,,,,,,,,,,,,,,
1651,Stern Grove Restrooms,2899 19th Ave,San Francisco,94132,2488001,Own,49,Recreation And Parks,1440,-122.4782979,37.73608225,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.736082246000024', 'longitude': '-122.47829785599998'}",4,
,,,,,,,,,,,,,,
1858,Western Addition Branch Library,1550 Scott St,San Francisco,94115,703002,Own,48,Public Library,8000,-122.4374893,37.78411852,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78411852400001', 'longitude': '-122.437489303'}",5,
,,,,,,,,,,,,,,
2015,Pier 80 - Terminal Office,271 Cesar Chavez St,San Francisco,94124,4304002,Own,46,Port,3552,-122.3813956,37.74894018,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74894017600002', 'longitude': '-122.38139561499997'}",10,
,,,,,,,,,,,,,,
1260,Pier 1  -  Port’s administrative offices.,190 The Embarcadero,San Francisco,94105,9900501,Own,46,Port,151563,-122.3934158,37.79784258,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.797842575000004', 'longitude': '-122.39341578099999'}",3,
,,,,,,,,,,,,,,
1045,Main St & Mission St SFMTA Operator Bathroom,Main St & Mission St,San Francisco,94105,,Own,42,Municipal Transportation Agency,68,-122.3950045,37.79201979,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.792019794', 'longitude': '-122.39500451100002'}",6,
,,,,,,,,,,,,,,
621,Dutch Windmill Maintenance Fac 1,John F Kennedy Dr & Great Hwy,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
3079,Pier 38 - Bulkhead/Shed Building,Pier 38,San Francisco,94111,9900501,Own,46,Port,,-122.3851127,37.78268614,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78268614299998', 'longitude': '-122.38511266199998'}",6,
,,,,,,,,,,,,,,
1553,SFPD Tactical Headquarters,1740 17th St,San Francisco,94103,3955002,Lease,9,Non-City,,-122.4012609,37.76501751,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76501750599999', 'longitude': '-122.40126092399998'}",10,Police Department
,,,,,,,,,,,,,,
1143,Moscone Maintenance Facility,1800 Chestnut St,San Francisco,94123,469001,Own,49,Recreation And Parks,1200,-122.4328559,37.80156095,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80156095199999', 'longitude': '-122.432855889'}",2,
,,,,,,,,,,,,,,
195,Brannan St Wharf,647 The Embarcadero,San Francisco,94107,9900501,Own,46,Port,,-122.3876695,37.78470412,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.784704116', 'longitude': '-122.38766954699997'}",6,
,,,,,,,,,,,,,,
521,Conservatory Maintenance Building 2,100 John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
616,Forensic Service/Traffic Company,1995 Evans Ave,San Francisco,94124,5231006,Own,45,Police Department,44210,-122.3958866,37.74697476,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74697476099999', 'longitude': '-122.39588663900003'}",10,
,,,,,,,,,,,,,,
67,580 King Street Police Parking,580 King St,San Francisco,94103,8700001,Lease,9,Non-City,,-122.4006197,37.77151072,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77151071899999', 'longitude': '-122.40061973799999'}",6,Police Department
,,,,,,,,,,,,,,
2055,Mountain Lake Park Card Shelter,1 11th Ave,San Francisco,94118,1345001,Own,49,Recreation And Parks,,-122.4683269,37.78747903,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78747903300001', 'longitude': '-122.46832685099997'}",2,
,,,,,,,,,,,,,,
912,Jackson Maintenance Facilities,1645 17th St,San Francisco,94107,3981001,Own,49,Recreation And Parks,1200,-122.4003978,37.7647657,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76476569800002', 'longitude': '-122.40039780199999'}",10,
,,,,,,,,,,,,,,
142,"Ashbury Street, Tank & Tank House",1234 Clayton St,San Francisco,94114,2655026,Own,47,Public Utilities Commission,,-122.4461523,37.76114864,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76114864499999', 'longitude': '-122.44615227899999'}",8,
,,,,,,,,,,,,,,
449,Central Pump Station,23rd Ave & Sloat Blvd,San Francisco,94132,7206001,Own,47,Public Utilities Commission,,-122.4788351,37.73414511,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.734145108999996', 'longitude': '-122.478835087'}",7,
,,,,,,,,,,,,,,
644,Equestrian Ctr. Shed 2,1451 John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,1200,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
890,HYDE ST../BEACH ST. SFMTA Operator Bathroom,Hyde St & Beach St,San Francisco,94109,405006,Own,42,Municipal Transportation Agency,75,-122.4211064,37.80692107,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80692107499999', 'longitude': '-122.421106367'}",2,
,,,,,,,,,,,,,,
1945,Pier 49 Nicks Lighthouse (Wharf J-1),2815 Taylor St,San Francisco,94133,9900501,Own,46,Port,2238,-122.4165647,37.80889917,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80889916799998', 'longitude': '-122.41656471499999'}",3,
,,,,,,,,,,,,,,
3289,Washington HS SFMTA Operator Restrooms,32nd Ave/Geary Blvd,San Francisco,94121,1574001,Own,42,Municipal Transportation Agency,190,-122.4916615,37.77956823,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77956823300002', 'longitude': '-122.49166147599999'}",1,
,,,,,,,,,,,,,,
3131,ZOO - CHILDRENS ZOO - BARN,1 Zoo Rd,San Francisco,94132,7281009,Own,49,Recreation And Parks,,-122.5033725,37.73371495,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.733714951000024', 'longitude': '-122.50337248599999'}",7,
,,,,,,,,,,,,,,
1599,Silver Terrace Maint Facilities,1700 Silver Ave,San Francisco,94124,5396011,Own,49,Recreation And Parks,,-122.4024722,37.73253421,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.732534208000004', 'longitude': '-122.402472241'}",10,
,,,,,,,,,,,,,,
310,Cabin #36,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
1784,Tree Fern Dell Maintenance Facility,Conservatory Dr West & John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
729,Fire Station #5 - Division 2 Headquarters,1301 Turk St,San Francisco,94115,756001,Own,38,Fire Department,12600,-122.4307347,37.78051537,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.780515374000004', 'longitude': '-122.43073468'}",5,
,,,,,,,,,,,,,,
1154,Muni Cable Car Signal Tower,California St & Powell St,San Francisco,94102,,Own,42,Municipal Transportation Agency,,-122.4090651,37.79196417,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79196416799999', 'longitude': '-122.40906513300001'}",3,
,,,,,,,,,,,,,,
3032,LAGUNA HONDA SUBSTATION,375 Laguna Honda Blvd,San Francisco,94116,2842007,Own,72,Public Health,5000,-122.4586439,37.74837495,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.748374954999974', 'longitude': '-122.45864389799999'}",7,
,,,,,,,,,,,,,,
1194,Nursery Cold Frames,100 Martin Luther King Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
3240,1036 Mission St Housing,1036 Mission St,San Francisco,94103,3703162,Own,103,Mayor,,-122.4096164,37.78044507,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78044506700002', 'longitude': '-122.40961640500001'}",6,
,,,,,,,,,,,,,,
3096,Pier 80 Administration Building,Pier 80,San Francisco,94124,4304002,Own,46,Port,,-122.3815758,37.75048092,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.750480916000015', 'longitude': '-122.38157575700001'}",10,
,,,,,,,,,,,,,,
1,Larsen Park Bathrooms,850 Vicente St,San Francisco,94116,2420001,Own,49,Recreation And Parks,,-122.4761546,37.73958748,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.739587477999976', 'longitude': '-122.476154597'}",4,
,,,,,,,,,,,,,,
755,Francisco Middle,2190 Powell St,San Francisco,94133,40002,Own,16,School District (Sfusd),104897,-122.4110216,37.80436026,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80436026199999', 'longitude': '-122.411021618'}",3,
,,,,,,,,,,,,,,
3134,ZOO - GORILLA WORLD,1 Zoo Rd,San Francisco,94132,7281009,Own,49,Recreation And Parks,,-122.504463,37.73169762,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73169762399999', 'longitude': '-122.50446302699999'}",7,
,,,,,,,,,,,,,,
1222,Palace of the Legion of Honor,100 34th Ave,San Francisco,94121,1313028,Own,58,Fine Arts Museums,117000,-122.5007346,37.78456803,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78456802599999', 'longitude': '-122.50073460599998'}",1,
,,,,,,,,,,,,,,
